feedback_id,customer_name,feedback,date,product,clean_feedback
1098,Suresh,Delivery was too late,2025-07-15,E-commerce,delivery too late
1099,Anitha,Poor quality and waste of money,2025-09-25,Headphones,poor quality waste money
1100,Rahul,Poor quality and waste of money,2025-01-31,Laptop,poor quality waste money
1101,Priya,Excellent quality and very satisfied,2025-11-12,Mobile App,excellent quality very satisfied
1102,Manoj,Nothing special,2025-08-23,Smart Watch,nothing special
1103,Anitha,Decent product,2025-08-01,Mobile,decent product
1104,Pooja,Excellent quality and very satisfied,2025-07-02,Laptop,excellent quality very satisfied
1105,Arun,Worst product ever,2025-10-08,Headphones,worst product ever
1106,Sneha,Acceptable performance,2025-06-04,Headphones,acceptable performance
1107,Anitha,"Amazing experience, highly recommend",2025-07-29,Laptop,amazing experience highly recommend
1108,Anitha,Okay for the price,2025-06-25,Mobile App,okay price
1109,Priya,Excellent quality and very satisfied,2025-06-11,Mobile,excellent quality very satisfied
1110,Anitha,Very bad experience and disappointed,2025-01-24,Mobile App,very bad experience disappointed
1111,Karthik,Okay for the price,2025-11-11,Banking App,okay price
1112,Anitha,Nothing special,2025-07-05,Headphones,nothing special
1113,Sneha,"Amazing experience, highly recommend",2025-03-25,Mobile App,amazing experience highly recommend
1114,Rahul,Nothing special,2025-01-23,Banking App,nothing special
1115,Manoj,Acceptable performance,2025-09-10,Laptop,acceptable performance
1116,Suresh,Average experience,2025-09-24,Mobile,average experience
1117,Arun,Nothing special,2025-02-26,Mobile App,nothing special
1118,Pooja,Great service and fast delivery,2025-12-08,Mobile App,great service fast delivery
1119,Anitha,Customer support did not respond,2025-03-17,E-commerce,customer support did not respond
1120,Karthik,Decent product,2025-01-21,Headphones,decent product
1121,Pooja,Okay for the price,2025-03-10,Mobile,okay price
1122,Pooja,Excellent quality and very satisfied,2025-02-11,E-commerce,excellent quality very satisfied
1123,Sneha,Acceptable performance,2025-11-11,E-commerce,acceptable performance
1124,Priya,Average experience,2025-02-16,E-commerce,average experience
1125,Arun,Worst product ever,2025-03-22,E-commerce,worst product ever
1126,Sneha,Nothing special,2025-01-23,Laptop,nothing special
1127,Priya,Very bad experience and disappointed,2025-12-10,Mobile App,very bad experience disappointed
1128,Rahul,"Amazing experience, highly recommend",2025-03-05,E-commerce,amazing experience highly recommend
1129,Anitha,Great service and fast delivery,2025-08-16,Headphones,great service fast delivery
1130,Rahul,"Amazing experience, highly recommend",2025-08-14,Banking App,amazing experience highly recommend
1131,Manoj,Excellent quality and very satisfied,2025-10-30,Laptop,excellent quality very satisfied
1132,Sneha,Customer support did not respond,2025-05-05,Mobile App,customer support did not respond
1133,Karthik,Delivery was too late,2025-02-02,Internet Service,delivery too late
1134,Divya,Very bad experience and disappointed,2025-12-20,Banking App,very bad experience disappointed
1135,Divya,Okay for the price,2025-08-02,Banking App,okay price
1136,Priya,"Amazing experience, highly recommend",2025-03-01,Mobile,amazing experience highly recommend
1137,Arun,Great service and fast delivery,2025-07-25,Headphones,great service fast delivery
1138,Divya,Customer support did not respond,2025-07-12,E-commerce,customer support did not respond
1139,Suresh,Customer support did not respond,2025-08-19,Mobile App,customer support did not respond
1140,Arun,Worst product ever,2025-11-26,Mobile,worst product ever
1141,Rahul,Nothing special,2025-09-15,Banking App,nothing special
1142,Anitha,Poor quality and waste of money,2025-11-18,Mobile,poor quality waste money
1143,Sneha,Very bad experience and disappointed,2025-01-29,Internet Service,very bad experience disappointed
1144,Arun,Customer support did not respond,2025-05-21,Internet Service,customer support did not respond
1145,Sneha,Support team was very helpful,2025-11-04,Internet Service,support team very helpful
1146,Manoj,Okay for the price,2025-04-23,Headphones,okay price
1147,Anitha,Acceptable performance,2025-07-01,Smart Watch,acceptable performance
1148,Arun,Great service and fast delivery,2025-11-12,E-commerce,great service fast delivery
1149,Manoj,Nothing special,2025-10-03,Mobile,nothing special
1150,Anitha,Delivery was too late,2025-09-04,Mobile,delivery too late
1151,Karthik,Decent product,2025-07-29,Headphones,decent product
1152,Suresh,"Amazing experience, highly recommend",2025-09-23,Headphones,amazing experience highly recommend
1153,Arun,Decent product,2025-10-04,E-commerce,decent product
1154,Divya,Delivery was too late,2025-12-01,Banking App,delivery too late
1155,Anitha,Support team was very helpful,2025-02-21,Smart Watch,support team very helpful
1156,Anitha,Average experience,2025-12-03,Laptop,average experience
1157,Karthik,Worst product ever,2025-04-10,Laptop,worst product ever
1158,Anitha,Support team was very helpful,2025-02-20,Mobile,support team very helpful
1159,Priya,Acceptable performance,2025-02-14,Mobile,acceptable performance
1160,Suresh,Average experience,2025-04-07,Banking App,average experience
1161,Sneha,Great service and fast delivery,2025-06-04,Banking App,great service fast delivery
1162,Karthik,Worst product ever,2025-06-25,Mobile App,worst product ever
1163,Priya,Nothing special,2025-03-27,Smart Watch,nothing special
1164,Arun,Average experience,2025-11-09,Mobile App,average experience
1165,Manoj,Average experience,2025-02-04,Mobile App,average experience
1166,Sneha,Support team was very helpful,2025-02-12,Smart Watch,support team very helpful
1167,Rahul,Customer support did not respond,2025-05-11,Mobile App,customer support did not respond
1168,Manoj,Acceptable performance,2025-02-02,E-commerce,acceptable performance
1169,Pooja,Poor quality and waste of money,2025-01-21,Laptop,poor quality waste money
1170,Suresh,"Amazing experience, highly recommend",2025-03-09,Mobile App,amazing experience highly recommend
1171,Priya,Very happy with the product,2025-11-26,Headphones,very happy product
1172,Pooja,Great service and fast delivery,2025-02-21,E-commerce,great service fast delivery
1173,Sneha,Very happy with the product,2025-01-23,Mobile App,very happy product
1174,Karthik,Poor quality and waste of money,2025-10-07,Banking App,poor quality waste money
1175,Priya,Customer support did not respond,2025-08-21,Smart Watch,customer support did not respond
1176,Karthik,Nothing special,2025-07-31,E-commerce,nothing special
1177,Suresh,"Amazing experience, highly recommend",2025-05-29,Smart Watch,amazing experience highly recommend
1178,Rahul,Support team was very helpful,2025-10-07,E-commerce,support team very helpful
1179,Pooja,Support team was very helpful,2025-02-04,Mobile App,support team very helpful
1180,Divya,Excellent quality and very satisfied,2025-05-04,Mobile App,excellent quality very satisfied
1181,Anitha,Decent product,2025-08-26,Banking App,decent product
1182,Suresh,Very happy with the product,2025-06-27,Mobile App,very happy product
1183,Manoj,Very bad experience and disappointed,2025-12-30,Mobile App,very bad experience disappointed
1184,Manoj,Excellent quality and very satisfied,2025-05-17,Smart Watch,excellent quality very satisfied
1185,Divya,"Amazing experience, highly recommend",2025-10-28,Mobile App,amazing experience highly recommend
1186,Anitha,Nothing special,2025-07-22,Laptop,nothing special
1187,Anitha,Customer support did not respond,2025-10-25,Mobile,customer support did not respond
1188,Manoj,Customer support did not respond,2025-09-03,Banking App,customer support did not respond
1189,Suresh,Decent product,2025-11-26,Mobile,decent product
1190,Manoj,Okay for the price,2025-03-15,Mobile,okay price
1191,Arun,Customer support did not respond,2025-12-12,E-commerce,customer support did not respond
1192,Rahul,Okay for the price,2025-02-07,Headphones,okay price
1193,Manoj,Very happy with the product,2025-04-25,Laptop,very happy product
1194,Anitha,Decent product,2025-08-09,Banking App,decent product
1195,Rahul,Nothing special,2025-02-03,Internet Service,nothing special
1196,Suresh,Great service and fast delivery,2025-11-09,E-commerce,great service fast delivery
1197,Arun,Decent product,2025-09-13,Banking App,decent product
1198,Anitha,Excellent quality and very satisfied,2025-05-29,Internet Service,excellent quality very satisfied
1199,Sneha,Poor quality and waste of money,2025-12-23,Banking App,poor quality waste money
1200,Manoj,Worst product ever,2025-09-13,Smart Watch,worst product ever
1201,Priya,Customer support did not respond,2025-07-15,Internet Service,customer support did not respond
1202,Rahul,Customer support did not respond,2025-05-20,E-commerce,customer support did not respond
1203,Arun,Very bad experience and disappointed,2025-01-27,E-commerce,very bad experience disappointed
1204,Karthik,Worst product ever,2025-06-05,Internet Service,worst product ever
1205,Pooja,Very bad experience and disappointed,2025-12-20,Mobile App,very bad experience disappointed
1206,Priya,Great service and fast delivery,2025-01-23,Banking App,great service fast delivery
1207,Sneha,Excellent quality and very satisfied,2025-11-28,Internet Service,excellent quality very satisfied
1208,Rahul,Poor quality and waste of money,2025-04-30,Headphones,poor quality waste money
1209,Pooja,Delivery was too late,2025-06-23,Internet Service,delivery too late
1210,Priya,Delivery was too late,2025-08-09,E-commerce,delivery too late
1211,Anitha,Very happy with the product,2025-01-07,Smart Watch,very happy product
1212,Karthik,Support team was very helpful,2025-07-19,E-commerce,support team very helpful
1213,Suresh,Delivery was too late,2025-03-03,Headphones,delivery too late
1214,Priya,Very happy with the product,2025-09-02,Smart Watch,very happy product
1215,Sneha,Nothing special,2025-05-02,Banking App,nothing special
1216,Rahul,Poor quality and waste of money,2025-10-05,Internet Service,poor quality waste money
1217,Suresh,Okay for the price,2025-08-22,Headphones,okay price
1218,Divya,Excellent quality and very satisfied,2025-05-12,Banking App,excellent quality very satisfied
1219,Arun,Acceptable performance,2025-10-17,Smart Watch,acceptable performance
1220,Pooja,Nothing special,2025-09-04,Laptop,nothing special
1221,Karthik,Very happy with the product,2025-09-03,Internet Service,very happy product
1222,Sneha,Delivery was too late,2025-10-09,Banking App,delivery too late
1223,Anitha,Okay for the price,2025-02-19,Smart Watch,okay price
1224,Priya,Excellent quality and very satisfied,2025-06-07,E-commerce,excellent quality very satisfied
1225,Priya,"Amazing experience, highly recommend",2025-03-24,E-commerce,amazing experience highly recommend
1226,Priya,Very happy with the product,2025-03-27,Mobile,very happy product
1227,Divya,Average experience,2025-10-19,Mobile App,average experience
1228,Arun,Poor quality and waste of money,2025-01-07,Mobile,poor quality waste money
1229,Arun,Average experience,2025-03-18,Banking App,average experience
1230,Rahul,Average experience,2025-12-20,Headphones,average experience
1231,Arun,Acceptable performance,2025-09-02,Laptop,acceptable performance
1232,Priya,Average experience,2025-04-18,Banking App,average experience
1233,Divya,Worst product ever,2025-10-26,Headphones,worst product ever
1234,Pooja,Nothing special,2025-06-10,Laptop,nothing special
1235,Karthik,Customer support did not respond,2025-09-24,Banking App,customer support did not respond
1236,Manoj,Poor quality and waste of money,2025-06-17,Banking App,poor quality waste money
1237,Sneha,Support team was very helpful,2025-07-02,E-commerce,support team very helpful
1238,Divya,Average experience,2025-03-09,Laptop,average experience
1239,Rahul,Okay for the price,2025-10-30,Banking App,okay price
1240,Arun,Great service and fast delivery,2025-02-15,Banking App,great service fast delivery
1241,Manoj,"Amazing experience, highly recommend",2025-11-29,Laptop,amazing experience highly recommend
1242,Arun,Very bad experience and disappointed,2025-03-08,E-commerce,very bad experience disappointed
1243,Arun,Very happy with the product,2025-06-30,E-commerce,very happy product
1244,Divya,Worst product ever,2025-01-08,Mobile App,worst product ever
1245,Priya,Very bad experience and disappointed,2025-03-28,Smart Watch,very bad experience disappointed
1246,Manoj,Decent product,2025-05-04,Smart Watch,decent product
1247,Arun,Great service and fast delivery,2025-07-03,Banking App,great service fast delivery
1248,Suresh,Very happy with the product,2025-10-05,Laptop,very happy product
1249,Sneha,Excellent quality and very satisfied,2025-10-26,Banking App,excellent quality very satisfied
1250,Priya,Nothing special,2025-05-21,Smart Watch,nothing special
1251,Sneha,"Amazing experience, highly recommend",2025-11-18,Banking App,amazing experience highly recommend
1252,Priya,Acceptable performance,2025-08-10,Laptop,acceptable performance
1253,Divya,Okay for the price,2025-08-25,Mobile,okay price
1254,Sneha,Great service and fast delivery,2025-08-15,Laptop,great service fast delivery
1255,Pooja,Decent product,2025-09-10,Mobile,decent product
1256,Manoj,"Amazing experience, highly recommend",2025-08-19,Internet Service,amazing experience highly recommend
1257,Suresh,Decent product,2025-08-02,Internet Service,decent product
1258,Pooja,Customer support did not respond,2025-11-24,Banking App,customer support did not respond
1259,Suresh,Okay for the price,2025-12-14,Banking App,okay price
1260,Priya,Delivery was too late,2025-10-06,Banking App,delivery too late
1261,Suresh,Average experience,2025-08-27,Internet Service,average experience
1262,Manoj,Nothing special,2025-07-02,Internet Service,nothing special
1263,Divya,Delivery was too late,2025-06-21,Headphones,delivery too late
1264,Rahul,Very happy with the product,2025-10-17,Mobile App,very happy product
1265,Arun,Delivery was too late,2025-01-16,Laptop,delivery too late
1266,Manoj,Okay for the price,2025-06-07,Mobile,okay price
1267,Anitha,Customer support did not respond,2025-06-10,Internet Service,customer support did not respond
1268,Pooja,Okay for the price,2025-01-03,Headphones,okay price
1269,Priya,Acceptable performance,2025-01-16,Mobile App,acceptable performance
1270,Suresh,Nothing special,2025-12-06,Internet Service,nothing special
1271,Anitha,Acceptable performance,2025-11-12,Headphones,acceptable performance
1272,Priya,Okay for the price,2025-04-07,Headphones,okay price
1273,Anitha,Okay for the price,2025-04-26,Headphones,okay price
1274,Sneha,Delivery was too late,2025-03-30,E-commerce,delivery too late
1275,Arun,Support team was very helpful,2025-03-09,E-commerce,support team very helpful
1276,Divya,Decent product,2025-01-30,Smart Watch,decent product
1277,Priya,Okay for the price,2025-10-26,Smart Watch,okay price
1278,Suresh,Support team was very helpful,2025-04-13,Smart Watch,support team very helpful
1279,Anitha,Decent product,2025-11-20,Internet Service,decent product
1280,Manoj,Great service and fast delivery,2025-04-04,Headphones,great service fast delivery
1281,Priya,Very bad experience and disappointed,2025-09-16,Mobile,very bad experience disappointed
1282,Anitha,Very happy with the product,2025-07-06,Mobile App,very happy product
1283,Suresh,Poor quality and waste of money,2025-08-05,Mobile,poor quality waste money
1284,Priya,Average experience,2025-01-14,Smart Watch,average experience
1285,Priya,Decent product,2025-07-26,Laptop,decent product
1286,Pooja,Customer support did not respond,2025-12-30,Headphones,customer support did not respond
1287,Arun,Worst product ever,2025-07-08,E-commerce,worst product ever
1288,Sneha,"Amazing experience, highly recommend",2025-07-13,Banking App,amazing experience highly recommend
1289,Anitha,Customer support did not respond,2025-09-30,Laptop,customer support did not respond
1290,Karthik,Acceptable performance,2025-12-11,E-commerce,acceptable performance
1291,Suresh,Very bad experience and disappointed,2025-11-07,Banking App,very bad experience disappointed
1292,Sneha,Decent product,2025-11-18,Headphones,decent product
1293,Sneha,Decent product,2025-02-01,Smart Watch,decent product
1294,Anitha,Excellent quality and very satisfied,2025-02-09,E-commerce,excellent quality very satisfied
1295,Divya,Excellent quality and very satisfied,2025-09-04,Banking App,excellent quality very satisfied
1296,Arun,Acceptable performance,2025-05-11,Mobile,acceptable performance
1297,Divya,Acceptable performance,2025-07-15,Internet Service,acceptable performance
1298,Pooja,Delivery was too late,2025-02-16,Laptop,delivery too late
1299,Divya,Decent product,2025-12-02,Laptop,decent product
1300,Sneha,Poor quality and waste of money,2025-01-21,Mobile,poor quality waste money
1301,Manoj,Support team was very helpful,2025-10-05,Headphones,support team very helpful
1302,Rahul,Excellent quality and very satisfied,2025-03-31,Headphones,excellent quality very satisfied
1303,Arun,Customer support did not respond,2025-11-26,Banking App,customer support did not respond
1304,Anitha,Poor quality and waste of money,2025-10-22,Mobile App,poor quality waste money
1305,Arun,Nothing special,2025-08-14,E-commerce,nothing special
1306,Anitha,Decent product,2025-08-19,Headphones,decent product
1307,Anitha,Average experience,2025-03-17,Headphones,average experience
1308,Pooja,Okay for the price,2025-12-02,Mobile App,okay price
1309,Karthik,Excellent quality and very satisfied,2025-06-24,Laptop,excellent quality very satisfied
1310,Pooja,Poor quality and waste of money,2025-08-24,Smart Watch,poor quality waste money
1311,Divya,Very happy with the product,2025-02-10,Banking App,very happy product
1312,Anitha,Worst product ever,2025-01-22,Smart Watch,worst product ever
1313,Manoj,Nothing special,2025-02-25,Mobile App,nothing special
1314,Anitha,Customer support did not respond,2025-09-13,Headphones,customer support did not respond
1315,Manoj,Great service and fast delivery,2025-11-15,Headphones,great service fast delivery
1316,Pooja,Poor quality and waste of money,2025-01-11,Mobile,poor quality waste money
1317,Karthik,Acceptable performance,2025-09-16,Headphones,acceptable performance
1318,Divya,Decent product,2025-01-26,Laptop,decent product
1319,Karthik,Delivery was too late,2025-11-30,Mobile App,delivery too late
1320,Divya,Acceptable performance,2025-03-13,Banking App,acceptable performance
1321,Manoj,Nothing special,2025-01-23,E-commerce,nothing special
1322,Sneha,Okay for the price,2025-07-01,Mobile App,okay price
1323,Divya,Worst product ever,2025-08-21,Internet Service,worst product ever
1324,Suresh,Customer support did not respond,2025-07-21,Headphones,customer support did not respond
1325,Anitha,Average experience,2025-01-23,Banking App,average experience
1326,Priya,Worst product ever,2025-01-26,Headphones,worst product ever
1327,Manoj,Nothing special,2025-08-19,E-commerce,nothing special
1328,Pooja,"Amazing experience, highly recommend",2025-08-20,Laptop,amazing experience highly recommend
1329,Suresh,"Amazing experience, highly recommend",2025-07-04,E-commerce,amazing experience highly recommend
1330,Karthik,Excellent quality and very satisfied,2025-09-26,Smart Watch,excellent quality very satisfied
1331,Sneha,Great service and fast delivery,2025-12-14,Internet Service,great service fast delivery
1332,Suresh,Nothing special,2025-08-13,Internet Service,nothing special
1333,Priya,Very happy with the product,2025-11-04,Banking App,very happy product
1334,Karthik,Delivery was too late,2025-01-10,Mobile,delivery too late
1335,Arun,Support team was very helpful,2025-03-10,Headphones,support team very helpful
1336,Arun,Very happy with the product,2025-09-13,Mobile App,very happy product
1337,Rahul,Decent product,2025-07-30,Banking App,decent product
1338,Pooja,Okay for the price,2025-05-08,Headphones,okay price
1339,Arun,Excellent quality and very satisfied,2025-08-14,Smart Watch,excellent quality very satisfied
1340,Suresh,Excellent quality and very satisfied,2025-03-05,Smart Watch,excellent quality very satisfied
1341,Sneha,Nothing special,2025-04-03,Smart Watch,nothing special
1342,Manoj,Very happy with the product,2025-05-19,Smart Watch,very happy product
1343,Arun,"Amazing experience, highly recommend",2025-03-29,Mobile,amazing experience highly recommend
1344,Divya,Poor quality and waste of money,2025-05-19,Banking App,poor quality waste money
1345,Rahul,Poor quality and waste of money,2025-07-20,Smart Watch,poor quality waste money
1346,Pooja,Great service and fast delivery,2025-04-26,Smart Watch,great service fast delivery
1347,Pooja,Support team was very helpful,2025-09-20,Laptop,support team very helpful
1348,Suresh,Nothing special,2025-03-11,Banking App,nothing special
1349,Priya,Worst product ever,2025-08-22,Smart Watch,worst product ever
1350,Manoj,Poor quality and waste of money,2025-12-30,Internet Service,poor quality waste money
1351,Pooja,Poor quality and waste of money,2025-01-04,Headphones,poor quality waste money
1352,Sneha,Decent product,2025-06-07,Mobile App,decent product
1353,Rahul,Okay for the price,2025-11-09,E-commerce,okay price
1354,Rahul,Support team was very helpful,2025-12-29,Mobile,support team very helpful
1355,Karthik,Very bad experience and disappointed,2025-07-14,Banking App,very bad experience disappointed
1356,Anitha,Acceptable performance,2025-02-08,Mobile,acceptable performance
1357,Anitha,Excellent quality and very satisfied,2025-12-17,Mobile App,excellent quality very satisfied
1358,Rahul,Excellent quality and very satisfied,2025-10-26,Smart Watch,excellent quality very satisfied
1359,Pooja,Decent product,2025-02-06,Mobile App,decent product
1360,Rahul,"Amazing experience, highly recommend",2025-07-10,Smart Watch,amazing experience highly recommend
1361,Karthik,Nothing special,2025-07-27,Banking App,nothing special
1362,Karthik,Okay for the price,2025-06-14,Mobile App,okay price
1363,Manoj,Poor quality and waste of money,2025-03-15,Mobile,poor quality waste money
1364,Manoj,"Amazing experience, highly recommend",2025-06-27,E-commerce,amazing experience highly recommend
1365,Divya,Nothing special,2025-11-10,Smart Watch,nothing special
1366,Karthik,Great service and fast delivery,2025-04-25,Mobile App,great service fast delivery
1367,Suresh,Very bad experience and disappointed,2025-11-07,Banking App,very bad experience disappointed
1368,Arun,Great service and fast delivery,2025-12-26,Smart Watch,great service fast delivery
1369,Divya,Average experience,2025-04-14,E-commerce,average experience
1370,Rahul,Great service and fast delivery,2025-08-21,Smart Watch,great service fast delivery
1371,Anitha,Support team was very helpful,2025-02-21,Laptop,support team very helpful
1372,Arun,Very happy with the product,2025-03-04,Smart Watch,very happy product
1373,Rahul,Average experience,2025-01-09,Mobile App,average experience
1374,Arun,Nothing special,2025-07-14,Internet Service,nothing special
1375,Anitha,Poor quality and waste of money,2025-09-29,Laptop,poor quality waste money
1376,Sneha,Poor quality and waste of money,2025-06-26,Banking App,poor quality waste money
1377,Karthik,Very happy with the product,2025-04-30,Headphones,very happy product
1378,Rahul,Excellent quality and very satisfied,2025-04-13,Internet Service,excellent quality very satisfied
1379,Manoj,Very bad experience and disappointed,2025-06-14,E-commerce,very bad experience disappointed
1380,Divya,Worst product ever,2025-12-08,Laptop,worst product ever
1381,Sneha,Very happy with the product,2025-09-05,E-commerce,very happy product
1382,Arun,Nothing special,2025-08-08,Mobile App,nothing special
1383,Rahul,Excellent quality and very satisfied,2025-04-15,Banking App,excellent quality very satisfied
1384,Divya,Nothing special,2025-10-12,Internet Service,nothing special
1385,Anitha,Nothing special,2025-06-03,Laptop,nothing special
1386,Manoj,Customer support did not respond,2025-06-12,Internet Service,customer support did not respond
1387,Arun,Excellent quality and very satisfied,2025-07-08,Headphones,excellent quality very satisfied
1388,Anitha,Excellent quality and very satisfied,2025-02-08,Smart Watch,excellent quality very satisfied
1389,Divya,Poor quality and waste of money,2025-11-10,Banking App,poor quality waste money
1390,Karthik,Support team was very helpful,2025-10-28,Mobile,support team very helpful
1391,Anitha,Acceptable performance,2025-05-25,Laptop,acceptable performance
1392,Arun,Okay for the price,2025-06-16,Banking App,okay price
1393,Pooja,"Amazing experience, highly recommend",2025-11-25,Laptop,amazing experience highly recommend
1394,Pooja,Okay for the price,2025-04-12,Laptop,okay price
1395,Karthik,Acceptable performance,2025-02-05,Internet Service,acceptable performance
1396,Sneha,Poor quality and waste of money,2025-02-20,Mobile,poor quality waste money
1397,Priya,Excellent quality and very satisfied,2025-02-25,Banking App,excellent quality very satisfied
1398,Rahul,Very happy with the product,2025-12-12,E-commerce,very happy product
1399,Manoj,Acceptable performance,2025-11-07,Smart Watch,acceptable performance
1400,Suresh,Average experience,2025-12-25,Internet Service,average experience
1401,Arun,Customer support did not respond,2025-05-29,E-commerce,customer support did not respond
1402,Manoj,Average experience,2025-12-16,Headphones,average experience
1403,Anitha,Worst product ever,2025-12-17,Mobile App,worst product ever
1404,Manoj,Support team was very helpful,2025-05-30,Mobile App,support team very helpful
1405,Arun,Very happy with the product,2025-02-04,Mobile,very happy product
1406,Divya,Delivery was too late,2025-04-17,Headphones,delivery too late
1407,Arun,"Amazing experience, highly recommend",2025-07-10,Smart Watch,amazing experience highly recommend
1408,Anitha,"Amazing experience, highly recommend",2025-12-29,Internet Service,amazing experience highly recommend
1409,Karthik,Great service and fast delivery,2025-05-05,Banking App,great service fast delivery
1410,Manoj,Support team was very helpful,2025-05-22,Smart Watch,support team very helpful
1411,Pooja,Delivery was too late,2025-05-10,Banking App,delivery too late
1412,Manoj,Customer support did not respond,2025-09-02,Headphones,customer support did not respond
1413,Priya,Okay for the price,2025-10-08,Headphones,okay price
1414,Arun,Very bad experience and disappointed,2025-12-07,Smart Watch,very bad experience disappointed
1415,Arun,Great service and fast delivery,2025-11-20,Headphones,great service fast delivery
1416,Sneha,Excellent quality and very satisfied,2025-02-03,Laptop,excellent quality very satisfied
1417,Anitha,Delivery was too late,2025-04-02,E-commerce,delivery too late
1418,Manoj,Average experience,2025-06-20,Mobile App,average experience
1419,Sneha,Customer support did not respond,2025-06-29,Laptop,customer support did not respond
1420,Manoj,Excellent quality and very satisfied,2025-08-11,Headphones,excellent quality very satisfied
1421,Karthik,Very bad experience and disappointed,2025-06-28,Laptop,very bad experience disappointed
1422,Arun,Average experience,2025-09-29,Smart Watch,average experience
1423,Pooja,Support team was very helpful,2025-05-07,Mobile App,support team very helpful
1424,Divya,Very bad experience and disappointed,2025-11-15,Mobile App,very bad experience disappointed
1425,Priya,"Amazing experience, highly recommend",2025-10-20,E-commerce,amazing experience highly recommend
1426,Sneha,Excellent quality and very satisfied,2025-10-22,Smart Watch,excellent quality very satisfied
1427,Rahul,Customer support did not respond,2025-05-15,Internet Service,customer support did not respond
1428,Anitha,Poor quality and waste of money,2025-08-19,E-commerce,poor quality waste money
1429,Manoj,Support team was very helpful,2025-07-08,Headphones,support team very helpful
1430,Manoj,Customer support did not respond,2025-09-05,E-commerce,customer support did not respond
1431,Rahul,Support team was very helpful,2025-02-22,Internet Service,support team very helpful
1432,Karthik,Okay for the price,2025-10-03,E-commerce,okay price
1433,Rahul,Worst product ever,2025-02-24,Smart Watch,worst product ever
1434,Pooja,Acceptable performance,2025-10-26,E-commerce,acceptable performance
1435,Suresh,Acceptable performance,2025-06-21,Internet Service,acceptable performance
1436,Pooja,Poor quality and waste of money,2025-04-11,Laptop,poor quality waste money
1437,Pooja,Very bad experience and disappointed,2025-12-06,Mobile App,very bad experience disappointed
1438,Anitha,Customer support did not respond,2025-10-27,Mobile App,customer support did not respond
1439,Pooja,Worst product ever,2025-08-23,Mobile App,worst product ever
1440,Divya,Acceptable performance,2025-03-02,Banking App,acceptable performance
1441,Arun,Average experience,2025-06-14,E-commerce,average experience
1442,Divya,"Amazing experience, highly recommend",2025-06-29,Laptop,amazing experience highly recommend
1443,Sneha,Poor quality and waste of money,2025-03-12,Internet Service,poor quality waste money
1444,Sneha,Excellent quality and very satisfied,2025-12-11,Smart Watch,excellent quality very satisfied
1445,Pooja,Decent product,2025-07-20,Banking App,decent product
1446,Anitha,Nothing special,2025-11-23,E-commerce,nothing special
1447,Pooja,"Amazing experience, highly recommend",2025-09-19,Mobile,amazing experience highly recommend
1448,Priya,"Amazing experience, highly recommend",2025-02-21,Mobile App,amazing experience highly recommend
1449,Rahul,Great service and fast delivery,2025-07-08,E-commerce,great service fast delivery
1450,Anitha,Decent product,2025-07-07,Mobile App,decent product
1451,Arun,Great service and fast delivery,2025-09-19,Laptop,great service fast delivery
1452,Priya,Worst product ever,2025-03-26,Headphones,worst product ever
1453,Priya,Great service and fast delivery,2025-05-25,Laptop,great service fast delivery
1454,Divya,Excellent quality and very satisfied,2025-09-12,E-commerce,excellent quality very satisfied
1455,Manoj,Very bad experience and disappointed,2025-01-22,E-commerce,very bad experience disappointed
1456,Suresh,Poor quality and waste of money,2025-09-09,E-commerce,poor quality waste money
1457,Anitha,Great service and fast delivery,2025-09-18,E-commerce,great service fast delivery
1458,Divya,Okay for the price,2025-10-28,Headphones,okay price
1459,Manoj,Very happy with the product,2025-04-29,Mobile,very happy product
1460,Manoj,Delivery was too late,2025-12-16,Laptop,delivery too late
1461,Sneha,"Amazing experience, highly recommend",2025-07-03,Smart Watch,amazing experience highly recommend
1462,Pooja,"Amazing experience, highly recommend",2025-05-01,Mobile App,amazing experience highly recommend
1463,Pooja,Very bad experience and disappointed,2025-08-30,Laptop,very bad experience disappointed
1464,Priya,Okay for the price,2025-05-30,Mobile,okay price
1465,Priya,Average experience,2025-02-09,Headphones,average experience
1466,Pooja,Decent product,2025-04-03,Internet Service,decent product
1467,Arun,Very bad experience and disappointed,2025-05-04,Laptop,very bad experience disappointed
1468,Karthik,Customer support did not respond,2025-03-01,Internet Service,customer support did not respond
1469,Priya,Customer support did not respond,2025-01-04,Headphones,customer support did not respond
1470,Rahul,Support team was very helpful,2025-08-31,Mobile,support team very helpful
1471,Manoj,Okay for the price,2025-09-23,Mobile,okay price
1472,Pooja,Poor quality and waste of money,2025-09-02,Internet Service,poor quality waste money
1473,Pooja,Decent product,2025-10-20,Laptop,decent product
1474,Anitha,Customer support did not respond,2025-08-29,Banking App,customer support did not respond
1475,Rahul,Average experience,2025-12-05,Mobile,average experience
1476,Rahul,Customer support did not respond,2025-08-25,Smart Watch,customer support did not respond
1477,Sneha,Customer support did not respond,2025-10-16,Headphones,customer support did not respond
1478,Arun,Decent product,2025-10-01,Mobile App,decent product
1479,Pooja,Average experience,2025-11-18,E-commerce,average experience
1480,Rahul,Okay for the price,2025-12-12,Smart Watch,okay price
1481,Divya,Poor quality and waste of money,2025-06-23,Internet Service,poor quality waste money
1482,Pooja,Great service and fast delivery,2025-05-17,Internet Service,great service fast delivery
1483,Sneha,Support team was very helpful,2025-04-17,Smart Watch,support team very helpful
