feedback_id,customer_name,feedback,date,product,clean_feedback,sentiment,confidence_score
1477,Sneha,Customer support did not respond,2025-10-16,Headphones,customer support did not respond,neutral,0.0
1478,Arun,Decent product,2025-10-01,Mobile App,decent product,positive,0.16666666666666666
1479,Pooja,Average experience,2025-11-18,E-commerce,average experience,negative,-0.15
1480,Rahul,Okay for the price,2025-12-12,Smart Watch,okay price,positive,0.5
1481,Divya,Poor quality and waste of money,2025-06-23,Internet Service,poor quality waste money,negative,-0.30000000000000004
1482,Pooja,Great service and fast delivery,2025-05-17,Internet Service,great service fast delivery,positive,0.5
1483,Sneha,Support team was very helpful,2025-04-17,Smart Watch,support team very helpful,positive,0.2
1484,Suresh,Customer support did not respond,2025-11-13,Mobile,customer support did not respond,neutral,0.0
1485,Anitha,Great service and fast delivery,2025-01-10,Internet Service,great service fast delivery,positive,0.5
1486,Priya,Decent product,2025-09-22,E-commerce,decent product,positive,0.16666666666666666
1487,Anitha,Customer support did not respond,2025-06-25,Internet Service,customer support did not respond,neutral,0.0
1488,Arun,Acceptable performance,2025-01-19,Mobile,acceptable performance,neutral,0.0
1489,Pooja,Decent product,2025-01-23,E-commerce,decent product,positive,0.16666666666666666
1490,Divya,"Amazing experience, highly recommend",2025-03-28,Smart Watch,amazing experience highly recommend,positive,0.38000000000000006
1491,Rahul,Decent product,2025-10-21,Headphones,decent product,positive,0.16666666666666666
1492,Anitha,Great service and fast delivery,2025-06-03,Mobile App,great service fast delivery,positive,0.5
1493,Anitha,Poor quality and waste of money,2025-08-07,Smart Watch,poor quality waste money,negative,-0.30000000000000004
1494,Arun,Very happy with the product,2025-01-09,Banking App,very happy product,positive,1.0
1495,Pooja,Very happy with the product,2025-11-05,Banking App,very happy product,positive,1.0
1496,Rahul,Acceptable performance,2025-03-26,Headphones,acceptable performance,neutral,0.0
1497,Manoj,"Amazing experience, highly recommend",2025-08-03,Smart Watch,amazing experience highly recommend,positive,0.38000000000000006
1498,Sneha,Decent product,2025-12-18,E-commerce,decent product,positive,0.16666666666666666
1499,Rahul,Nothing special,2025-12-08,Mobile,nothing special,positive,0.35714285714285715
1500,Karthik,Very happy with the product,2025-02-22,Laptop,very happy product,positive,1.0
1501,Rahul,Very bad experience and disappointed,2025-07-20,Mobile,very bad experience disappointed,negative,-0.8299999999999998
1502,Divya,Delivery was too late,2025-11-08,E-commerce,delivery too late,negative,-0.3
1503,Manoj,Delivery was too late,2025-08-29,Smart Watch,delivery too late,negative,-0.3
1504,Rahul,Poor quality and waste of money,2025-09-22,Headphones,poor quality waste money,negative,-0.30000000000000004
1505,Suresh,Great service and fast delivery,2025-03-29,Mobile,great service fast delivery,positive,0.5
1506,Rahul,Poor quality and waste of money,2025-10-07,Mobile,poor quality waste money,negative,-0.30000000000000004
1507,Anitha,Okay for the price,2025-11-13,Smart Watch,okay price,positive,0.5
1508,Rahul,Very bad experience and disappointed,2025-05-27,Smart Watch,very bad experience disappointed,negative,-0.8299999999999998
1509,Anitha,Decent product,2025-08-09,Headphones,decent product,positive,0.16666666666666666
1510,Arun,Nothing special,2025-06-12,Internet Service,nothing special,positive,0.35714285714285715
1511,Pooja,Support team was very helpful,2025-12-24,E-commerce,support team very helpful,positive,0.2
1512,Pooja,"Amazing experience, highly recommend",2025-10-18,Laptop,amazing experience highly recommend,positive,0.38000000000000006
1513,Manoj,Okay for the price,2025-09-12,Smart Watch,okay price,positive,0.5
1514,Anitha,Worst product ever,2025-01-14,Mobile App,worst product ever,negative,-1.0
1515,Manoj,Support team was very helpful,2025-04-15,Internet Service,support team very helpful,positive,0.2
1516,Arun,"Amazing experience, highly recommend",2025-06-20,Mobile App,amazing experience highly recommend,positive,0.38000000000000006
1517,Divya,Acceptable performance,2025-09-20,Mobile App,acceptable performance,neutral,0.0
1518,Rahul,Very bad experience and disappointed,2025-03-10,Laptop,very bad experience disappointed,negative,-0.8299999999999998
1519,Divya,Acceptable performance,2025-09-07,Mobile App,acceptable performance,neutral,0.0
1520,Arun,Excellent quality and very satisfied,2025-09-02,E-commerce,excellent quality very satisfied,positive,0.825
1521,Manoj,Excellent quality and very satisfied,2025-05-17,Mobile,excellent quality very satisfied,positive,0.825
1522,Divya,Delivery was too late,2026-01-01,E-commerce,delivery too late,negative,-0.3
1523,Arun,Support team was very helpful,2025-06-02,Internet Service,support team very helpful,positive,0.2
1524,Pooja,Worst product ever,2025-01-14,Internet Service,worst product ever,negative,-1.0
1525,Rahul,Worst product ever,2025-12-09,Banking App,worst product ever,negative,-1.0
1526,Anitha,Customer support did not respond,2025-02-07,Mobile,customer support did not respond,neutral,0.0
1527,Rahul,"Amazing experience, highly recommend",2025-08-16,Headphones,amazing experience highly recommend,positive,0.38000000000000006
1528,Karthik,"Amazing experience, highly recommend",2025-05-01,Mobile App,amazing experience highly recommend,positive,0.38000000000000006
1529,Sneha,Decent product,2025-05-04,Headphones,decent product,positive,0.16666666666666666
1530,Pooja,Okay for the price,2025-07-27,Banking App,okay price,positive,0.5
1531,Pooja,Support team was very helpful,2025-06-26,Internet Service,support team very helpful,positive,0.2
1532,Manoj,"Amazing experience, highly recommend",2025-08-09,Banking App,amazing experience highly recommend,positive,0.38000000000000006
1533,Anitha,Delivery was too late,2025-06-23,Laptop,delivery too late,negative,-0.3
1534,Karthik,Very happy with the product,2025-05-04,Headphones,very happy product,positive,1.0
1535,Priya,Decent product,2025-08-10,Laptop,decent product,positive,0.16666666666666666
1536,Divya,Average experience,2025-08-27,Banking App,average experience,negative,-0.15
1537,Suresh,Worst product ever,2025-06-01,Laptop,worst product ever,negative,-1.0
1538,Anitha,Delivery was too late,2025-05-16,Headphones,delivery too late,negative,-0.3
1539,Arun,Delivery was too late,2025-04-13,Laptop,delivery too late,negative,-0.3
1540,Sneha,Great service and fast delivery,2025-05-31,Mobile App,great service fast delivery,positive,0.5
1541,Manoj,Acceptable performance,2025-10-20,Laptop,acceptable performance,neutral,0.0
1542,Divya,Acceptable performance,2025-09-02,Mobile,acceptable performance,neutral,0.0
1543,Sneha,Okay for the price,2025-07-18,Mobile App,okay price,positive,0.5
1544,Anitha,Delivery was too late,2025-07-16,E-commerce,delivery too late,negative,-0.3
1545,Priya,Great service and fast delivery,2025-04-05,E-commerce,great service fast delivery,positive,0.5
1546,Rahul,Acceptable performance,2025-06-19,Mobile,acceptable performance,neutral,0.0
1547,Rahul,Decent product,2025-07-10,Smart Watch,decent product,positive,0.16666666666666666
1548,Priya,Very happy with the product,2025-09-03,Headphones,very happy product,positive,1.0
1549,Priya,"Amazing experience, highly recommend",2025-03-25,Smart Watch,amazing experience highly recommend,positive,0.38000000000000006
1550,Rahul,Excellent quality and very satisfied,2025-10-22,Headphones,excellent quality very satisfied,positive,0.825
1551,Priya,Very happy with the product,2025-11-11,Mobile App,very happy product,positive,1.0
1552,Anitha,Poor quality and waste of money,2025-01-29,Mobile App,poor quality waste money,negative,-0.30000000000000004
1553,Manoj,Great service and fast delivery,2025-05-09,E-commerce,great service fast delivery,positive,0.5
1554,Pooja,"Amazing experience, highly recommend",2025-01-22,Mobile App,amazing experience highly recommend,positive,0.38000000000000006
1555,Priya,Nothing special,2025-03-01,Mobile App,nothing special,positive,0.35714285714285715
1556,Priya,Acceptable performance,2025-04-30,Mobile App,acceptable performance,neutral,0.0
1557,Rahul,Very bad experience and disappointed,2025-11-06,Headphones,very bad experience disappointed,negative,-0.8299999999999998
1558,Priya,Okay for the price,2025-09-17,Headphones,okay price,positive,0.5
1559,Pooja,Support team was very helpful,2025-08-21,Internet Service,support team very helpful,positive,0.2
1560,Sneha,Poor quality and waste of money,2025-11-13,Mobile App,poor quality waste money,negative,-0.30000000000000004
1561,Suresh,Delivery was too late,2025-10-25,E-commerce,delivery too late,negative,-0.3
1562,Suresh,Customer support did not respond,2025-01-13,Headphones,customer support did not respond,neutral,0.0
1563,Anitha,Okay for the price,2025-09-13,Mobile App,okay price,positive,0.5
1564,Karthik,Acceptable performance,2025-05-05,Mobile,acceptable performance,neutral,0.0
1565,Priya,Worst product ever,2025-09-24,E-commerce,worst product ever,negative,-1.0
1566,Divya,Delivery was too late,2025-03-04,Headphones,delivery too late,negative,-0.3
1567,Suresh,Average experience,2025-05-17,Mobile,average experience,negative,-0.15
1568,Priya,Customer support did not respond,2025-11-09,Banking App,customer support did not respond,neutral,0.0
1569,Rahul,Average experience,2025-11-13,Banking App,average experience,negative,-0.15
1570,Suresh,Customer support did not respond,2025-10-25,Laptop,customer support did not respond,neutral,0.0
1571,Manoj,Worst product ever,2025-01-24,Mobile App,worst product ever,negative,-1.0
1572,Arun,Okay for the price,2025-10-11,Headphones,okay price,positive,0.5
1573,Rahul,Average experience,2025-07-16,Mobile,average experience,negative,-0.15
1574,Divya,Worst product ever,2025-09-18,Internet Service,worst product ever,negative,-1.0
1575,Suresh,Customer support did not respond,2025-08-11,Smart Watch,customer support did not respond,neutral,0.0
1576,Suresh,Very bad experience and disappointed,2025-03-22,E-commerce,very bad experience disappointed,negative,-0.8299999999999998
1577,Sneha,Decent product,2025-09-21,Headphones,decent product,positive,0.16666666666666666
1578,Divya,Very bad experience and disappointed,2025-03-02,Mobile,very bad experience disappointed,negative,-0.8299999999999998
1579,Suresh,Customer support did not respond,2025-05-30,Mobile,customer support did not respond,neutral,0.0
1580,Karthik,Average experience,2025-04-19,Banking App,average experience,negative,-0.15
1581,Sneha,Very happy with the product,2025-06-30,Banking App,very happy product,positive,1.0
1582,Rahul,Very happy with the product,2025-01-04,Mobile,very happy product,positive,1.0
1583,Priya,Very bad experience and disappointed,2025-10-02,Banking App,very bad experience disappointed,negative,-0.8299999999999998
1584,Sneha,Decent product,2025-04-30,E-commerce,decent product,positive,0.16666666666666666
1585,Anitha,Poor quality and waste of money,2025-04-25,Laptop,poor quality waste money,negative,-0.30000000000000004
1586,Rahul,Worst product ever,2025-06-02,E-commerce,worst product ever,negative,-1.0
1587,Pooja,Customer support did not respond,2025-10-16,E-commerce,customer support did not respond,neutral,0.0
1588,Priya,Support team was very helpful,2025-02-12,Headphones,support team very helpful,positive,0.2
1589,Arun,Acceptable performance,2025-04-10,Banking App,acceptable performance,neutral,0.0
1590,Suresh,Support team was very helpful,2025-07-21,Headphones,support team very helpful,positive,0.2
1591,Karthik,Nothing special,2025-08-27,Laptop,nothing special,positive,0.35714285714285715
1592,Pooja,Delivery was too late,2025-11-23,Internet Service,delivery too late,negative,-0.3
1593,Rahul,Very bad experience and disappointed,2025-12-30,Laptop,very bad experience disappointed,negative,-0.8299999999999998
1594,Suresh,Average experience,2025-05-21,Mobile App,average experience,negative,-0.15
1595,Arun,Support team was very helpful,2025-10-15,Headphones,support team very helpful,positive,0.2
1596,Sneha,Average experience,2025-03-06,Mobile,average experience,negative,-0.15
1597,Manoj,Poor quality and waste of money,2025-07-24,Laptop,poor quality waste money,negative,-0.30000000000000004
1598,Arun,Average experience,2025-11-08,Headphones,average experience,negative,-0.15
1599,Suresh,Nothing special,2025-04-16,Mobile,nothing special,positive,0.35714285714285715
1600,Manoj,Poor quality and waste of money,2025-05-10,E-commerce,poor quality waste money,negative,-0.30000000000000004
1601,Manoj,Delivery was too late,2025-11-17,Mobile App,delivery too late,negative,-0.3
1602,Rahul,Nothing special,2025-05-29,Headphones,nothing special,positive,0.35714285714285715
1603,Suresh,Okay for the price,2025-08-09,Banking App,okay price,positive,0.5
1604,Manoj,Nothing special,2025-12-20,Smart Watch,nothing special,positive,0.35714285714285715
1605,Priya,Acceptable performance,2025-05-03,E-commerce,acceptable performance,neutral,0.0
1606,Priya,Decent product,2025-08-12,Laptop,decent product,positive,0.16666666666666666
1607,Anitha,Nothing special,2025-06-11,Smart Watch,nothing special,positive,0.35714285714285715
1608,Rahul,Customer support did not respond,2025-04-09,Smart Watch,customer support did not respond,neutral,0.0
1609,Arun,Customer support did not respond,2025-06-21,Smart Watch,customer support did not respond,neutral,0.0
1610,Divya,Acceptable performance,2025-05-17,Mobile App,acceptable performance,neutral,0.0
1611,Divya,Delivery was too late,2025-12-15,Smart Watch,delivery too late,negative,-0.3
1612,Anitha,Support team was very helpful,2025-11-05,Banking App,support team very helpful,positive,0.2
1613,Manoj,Worst product ever,2025-11-07,Mobile App,worst product ever,negative,-1.0
1614,Priya,Excellent quality and very satisfied,2025-01-23,Mobile App,excellent quality very satisfied,positive,0.825
1615,Priya,Worst product ever,2025-07-08,Laptop,worst product ever,negative,-1.0
1616,Priya,Worst product ever,2025-02-06,Banking App,worst product ever,negative,-1.0
1617,Sneha,Very happy with the product,2025-09-05,E-commerce,very happy product,positive,1.0
1618,Manoj,Delivery was too late,2025-09-18,E-commerce,delivery too late,negative,-0.3
1619,Sneha,Delivery was too late,2025-12-23,Headphones,delivery too late,negative,-0.3
1620,Priya,Very bad experience and disappointed,2025-02-05,Internet Service,very bad experience disappointed,negative,-0.8299999999999998
1621,Sneha,Acceptable performance,2025-05-21,Banking App,acceptable performance,neutral,0.0
1622,Manoj,Okay for the price,2025-09-16,Banking App,okay price,positive,0.5
1623,Divya,Worst product ever,2025-11-16,Banking App,worst product ever,negative,-1.0
1624,Pooja,Very bad experience and disappointed,2025-12-25,Mobile App,very bad experience disappointed,negative,-0.8299999999999998
1625,Arun,Nothing special,2025-04-09,Smart Watch,nothing special,positive,0.35714285714285715
1626,Divya,Worst product ever,2025-11-20,Headphones,worst product ever,negative,-1.0
1627,Suresh,Very bad experience and disappointed,2025-09-17,E-commerce,very bad experience disappointed,negative,-0.8299999999999998
1628,Anitha,Worst product ever,2025-11-08,Internet Service,worst product ever,negative,-1.0
1629,Manoj,Great service and fast delivery,2025-02-25,Mobile App,great service fast delivery,positive,0.5
1630,Manoj,Very bad experience and disappointed,2025-10-23,Smart Watch,very bad experience disappointed,negative,-0.8299999999999998
1631,Divya,"Amazing experience, highly recommend",2025-01-01,Laptop,amazing experience highly recommend,positive,0.38000000000000006
1632,Divya,Great service and fast delivery,2025-07-28,Banking App,great service fast delivery,positive,0.5
1633,Manoj,Delivery was too late,2025-09-19,Smart Watch,delivery too late,negative,-0.3
1634,Rahul,Nothing special,2025-04-23,E-commerce,nothing special,positive,0.35714285714285715
1635,Divya,Great service and fast delivery,2025-08-04,Smart Watch,great service fast delivery,positive,0.5
1636,Divya,Acceptable performance,2025-09-11,E-commerce,acceptable performance,neutral,0.0
1637,Divya,Acceptable performance,2025-10-09,Internet Service,acceptable performance,neutral,0.0
1638,Divya,Delivery was too late,2025-12-18,Smart Watch,delivery too late,negative,-0.3
1639,Anitha,Worst product ever,2025-11-19,Internet Service,worst product ever,negative,-1.0
1640,Karthik,Customer support did not respond,2025-05-20,Laptop,customer support did not respond,neutral,0.0
1641,Suresh,Acceptable performance,2025-12-07,Mobile,acceptable performance,neutral,0.0
1642,Pooja,Customer support did not respond,2025-12-15,Headphones,customer support did not respond,neutral,0.0
1643,Divya,Very bad experience and disappointed,2025-11-01,Internet Service,very bad experience disappointed,negative,-0.8299999999999998
1644,Pooja,Excellent quality and very satisfied,2025-09-09,Mobile,excellent quality very satisfied,positive,0.825
1645,Divya,Customer support did not respond,2025-06-16,Internet Service,customer support did not respond,neutral,0.0
1646,Priya,Decent product,2025-02-28,Mobile,decent product,positive,0.16666666666666666
1647,Sneha,Nothing special,2025-03-19,E-commerce,nothing special,positive,0.35714285714285715
1648,Manoj,Great service and fast delivery,2025-05-11,Banking App,great service fast delivery,positive,0.5
1649,Divya,Excellent quality and very satisfied,2025-08-08,Mobile App,excellent quality very satisfied,positive,0.825
1650,Rahul,"Amazing experience, highly recommend",2025-07-24,Banking App,amazing experience highly recommend,positive,0.38000000000000006
1651,Karthik,Acceptable performance,2025-03-17,Mobile App,acceptable performance,neutral,0.0
1652,Sneha,Excellent quality and very satisfied,2025-04-28,Mobile App,excellent quality very satisfied,positive,0.825
1653,Rahul,Excellent quality and very satisfied,2025-01-02,Laptop,excellent quality very satisfied,positive,0.825
1654,Pooja,Decent product,2025-07-07,Mobile,decent product,positive,0.16666666666666666
1655,Anitha,Okay for the price,2025-03-20,E-commerce,okay price,positive,0.5
1656,Rahul,Excellent quality and very satisfied,2025-06-19,Internet Service,excellent quality very satisfied,positive,0.825
1657,Divya,Nothing special,2025-08-28,Smart Watch,nothing special,positive,0.35714285714285715
1658,Suresh,Great service and fast delivery,2025-10-12,Headphones,great service fast delivery,positive,0.5
1659,Divya,Customer support did not respond,2025-10-11,Headphones,customer support did not respond,neutral,0.0
1660,Divya,Average experience,2025-05-15,Mobile,average experience,negative,-0.15
1661,Sneha,Customer support did not respond,2025-12-17,Mobile App,customer support did not respond,neutral,0.0
1662,Anitha,Average experience,2025-09-07,Smart Watch,average experience,negative,-0.15
1663,Anitha,Nothing special,2025-04-09,Smart Watch,nothing special,positive,0.35714285714285715
1664,Sneha,Acceptable performance,2025-07-26,E-commerce,acceptable performance,neutral,0.0
1665,Suresh,Excellent quality and very satisfied,2025-12-06,Mobile,excellent quality very satisfied,positive,0.825
1666,Anitha,Great service and fast delivery,2025-11-27,Headphones,great service fast delivery,positive,0.5
1667,Karthik,"Amazing experience, highly recommend",2025-11-06,Smart Watch,amazing experience highly recommend,positive,0.38000000000000006
1668,Rahul,Worst product ever,2025-02-27,E-commerce,worst product ever,negative,-1.0
1669,Sneha,Excellent quality and very satisfied,2025-02-15,Banking App,excellent quality very satisfied,positive,0.825
1670,Rahul,Great service and fast delivery,2025-01-14,Mobile App,great service fast delivery,positive,0.5
1671,Manoj,Support team was very helpful,2025-08-28,Banking App,support team very helpful,positive,0.2
1672,Anitha,"Amazing experience, highly recommend",2026-01-01,Headphones,amazing experience highly recommend,positive,0.38000000000000006
1673,Anitha,Decent product,2025-04-27,Mobile App,decent product,positive,0.16666666666666666
1674,Priya,Great service and fast delivery,2025-10-05,E-commerce,great service fast delivery,positive,0.5
1675,Manoj,Very happy with the product,2025-02-12,Headphones,very happy product,positive,1.0
1676,Anitha,"Amazing experience, highly recommend",2025-05-07,Smart Watch,amazing experience highly recommend,positive,0.38000000000000006
1677,Sneha,Okay for the price,2025-02-02,Banking App,okay price,positive,0.5
1678,Arun,Worst product ever,2025-07-26,Smart Watch,worst product ever,negative,-1.0
1679,Suresh,Worst product ever,2025-11-26,Internet Service,worst product ever,negative,-1.0
1680,Divya,Poor quality and waste of money,2025-09-03,Internet Service,poor quality waste money,negative,-0.30000000000000004
1681,Anitha,Acceptable performance,2025-10-15,Banking App,acceptable performance,neutral,0.0
1682,Suresh,Average experience,2025-07-23,Laptop,average experience,negative,-0.15
1683,Divya,Very happy with the product,2025-05-24,Headphones,very happy product,positive,1.0
1684,Suresh,Excellent quality and very satisfied,2025-02-16,Internet Service,excellent quality very satisfied,positive,0.825
1685,Suresh,Support team was very helpful,2025-01-25,Mobile,support team very helpful,positive,0.2
1686,Rahul,Acceptable performance,2025-05-08,Headphones,acceptable performance,neutral,0.0
1687,Manoj,Very bad experience and disappointed,2025-10-31,Headphones,very bad experience disappointed,negative,-0.8299999999999998
1688,Sneha,Acceptable performance,2025-08-04,Banking App,acceptable performance,neutral,0.0
1689,Karthik,Very bad experience and disappointed,2025-06-02,E-commerce,very bad experience disappointed,negative,-0.8299999999999998
1690,Suresh,Average experience,2025-01-07,Banking App,average experience,negative,-0.15
1691,Pooja,Okay for the price,2025-05-06,Mobile App,okay price,positive,0.5
1692,Rahul,Worst product ever,2025-03-16,Mobile App,worst product ever,negative,-1.0
1693,Sneha,Average experience,2025-12-21,Internet Service,average experience,negative,-0.15
1694,Divya,Very bad experience and disappointed,2025-06-26,Smart Watch,very bad experience disappointed,negative,-0.8299999999999998
1695,Rahul,Excellent quality and very satisfied,2025-10-15,Mobile App,excellent quality very satisfied,positive,0.825
1696,Rahul,Very happy with the product,2025-04-03,E-commerce,very happy product,positive,1.0
1697,Priya,"Amazing experience, highly recommend",2025-09-30,Internet Service,amazing experience highly recommend,positive,0.38000000000000006
1698,Divya,Okay for the price,2025-06-30,Mobile App,okay price,positive,0.5
1699,Manoj,Poor quality and waste of money,2025-02-28,Laptop,poor quality waste money,negative,-0.30000000000000004
1700,Priya,Delivery was too late,2025-02-08,Headphones,delivery too late,negative,-0.3
1701,Suresh,"Amazing experience, highly recommend",2025-02-19,Headphones,amazing experience highly recommend,positive,0.38000000000000006
1702,Karthik,Very happy with the product,2025-04-02,Banking App,very happy product,positive,1.0
1703,Divya,Customer support did not respond,2025-12-07,Banking App,customer support did not respond,neutral,0.0
1704,Pooja,Average experience,2025-07-13,Headphones,average experience,negative,-0.15
1705,Karthik,Great service and fast delivery,2025-05-03,E-commerce,great service fast delivery,positive,0.5
1706,Rahul,Support team was very helpful,2025-04-29,Internet Service,support team very helpful,positive,0.2
1707,Divya,Average experience,2025-05-06,Mobile,average experience,negative,-0.15
1708,Karthik,Okay for the price,2025-08-02,E-commerce,okay price,positive,0.5
1709,Rahul,Very happy with the product,2025-05-21,Headphones,very happy product,positive,1.0
1710,Karthik,Poor quality and waste of money,2025-01-20,Banking App,poor quality waste money,negative,-0.30000000000000004
1711,Manoj,Delivery was too late,2025-10-22,E-commerce,delivery too late,negative,-0.3
1712,Karthik,Acceptable performance,2025-02-28,Mobile,acceptable performance,neutral,0.0
1713,Rahul,"Amazing experience, highly recommend",2025-08-18,Mobile App,amazing experience highly recommend,positive,0.38000000000000006
1714,Sneha,Worst product ever,2025-05-20,E-commerce,worst product ever,negative,-1.0
1715,Arun,Nothing special,2025-07-19,Banking App,nothing special,positive,0.35714285714285715
1716,Arun,"Amazing experience, highly recommend",2025-08-29,Headphones,amazing experience highly recommend,positive,0.38000000000000006
1717,Pooja,Acceptable performance,2025-09-13,Mobile,acceptable performance,neutral,0.0
1718,Divya,Poor quality and waste of money,2025-03-05,E-commerce,poor quality waste money,negative,-0.30000000000000004
1719,Priya,Very bad experience and disappointed,2025-03-05,Internet Service,very bad experience disappointed,negative,-0.8299999999999998
1720,Pooja,Decent product,2025-10-11,E-commerce,decent product,positive,0.16666666666666666
1721,Anitha,Worst product ever,2025-02-19,Mobile App,worst product ever,negative,-1.0
1722,Manoj,Support team was very helpful,2025-09-19,Mobile App,support team very helpful,positive,0.2
1723,Manoj,Acceptable performance,2025-12-08,Laptop,acceptable performance,neutral,0.0
1724,Divya,Support team was very helpful,2025-02-11,Internet Service,support team very helpful,positive,0.2
1725,Pooja,Great service and fast delivery,2025-07-26,Banking App,great service fast delivery,positive,0.5
1726,Divya,Acceptable performance,2025-05-19,Mobile,acceptable performance,neutral,0.0
1727,Suresh,"Amazing experience, highly recommend",2025-07-31,Headphones,amazing experience highly recommend,positive,0.38000000000000006
1728,Pooja,Very happy with the product,2025-06-04,Internet Service,very happy product,positive,1.0
1729,Pooja,Okay for the price,2025-06-07,Headphones,okay price,positive,0.5
1730,Manoj,Great service and fast delivery,2025-10-18,Headphones,great service fast delivery,positive,0.5
1731,Suresh,Delivery was too late,2025-05-02,Headphones,delivery too late,negative,-0.3
1732,Suresh,Okay for the price,2025-03-20,E-commerce,okay price,positive,0.5
1733,Manoj,Nothing special,2025-04-29,Headphones,nothing special,positive,0.35714285714285715
1734,Arun,Excellent quality and very satisfied,2025-01-12,E-commerce,excellent quality very satisfied,positive,0.825
1735,Arun,Customer support did not respond,2025-06-06,Laptop,customer support did not respond,neutral,0.0
1736,Priya,"Amazing experience, highly recommend",2025-07-22,Laptop,amazing experience highly recommend,positive,0.38000000000000006
1737,Sneha,Excellent quality and very satisfied,2025-08-25,Internet Service,excellent quality very satisfied,positive,0.825
1738,Suresh,"Amazing experience, highly recommend",2025-05-20,Mobile App,amazing experience highly recommend,positive,0.38000000000000006
1739,Sneha,Very happy with the product,2025-06-09,Mobile App,very happy product,positive,1.0
1740,Arun,Decent product,2025-06-30,Banking App,decent product,positive,0.16666666666666666
1741,Priya,Great service and fast delivery,2025-08-29,Laptop,great service fast delivery,positive,0.5
1742,Divya,Excellent quality and very satisfied,2025-09-22,E-commerce,excellent quality very satisfied,positive,0.825
1743,Arun,Average experience,2025-04-25,E-commerce,average experience,negative,-0.15
1744,Karthik,Support team was very helpful,2025-09-26,Headphones,support team very helpful,positive,0.2
1745,Rahul,Worst product ever,2025-03-28,E-commerce,worst product ever,negative,-1.0
1746,Arun,Okay for the price,2025-11-26,E-commerce,okay price,positive,0.5
1747,Divya,Nothing special,2025-07-09,Banking App,nothing special,positive,0.35714285714285715
1748,Divya,Delivery was too late,2025-09-14,Smart Watch,delivery too late,negative,-0.3
1749,Divya,Delivery was too late,2025-08-05,E-commerce,delivery too late,negative,-0.3
1750,Divya,Support team was very helpful,2025-02-01,Laptop,support team very helpful,positive,0.2
1751,Manoj,Decent product,2025-05-10,Internet Service,decent product,positive,0.16666666666666666
1752,Karthik,Great service and fast delivery,2025-12-07,E-commerce,great service fast delivery,positive,0.5
1753,Arun,Okay for the price,2025-08-05,E-commerce,okay price,positive,0.5
1754,Pooja,Average experience,2025-06-29,Smart Watch,average experience,negative,-0.15
1755,Priya,Average experience,2025-12-10,Smart Watch,average experience,negative,-0.15
1756,Divya,"Amazing experience, highly recommend",2025-02-23,Internet Service,amazing experience highly recommend,positive,0.38000000000000006
1757,Sneha,Nothing special,2025-07-04,Laptop,nothing special,positive,0.35714285714285715
1758,Suresh,Poor quality and waste of money,2025-03-09,Smart Watch,poor quality waste money,negative,-0.30000000000000004
1759,Suresh,Delivery was too late,2026-01-01,Mobile App,delivery too late,negative,-0.3
1760,Sneha,Worst product ever,2025-06-17,Banking App,worst product ever,negative,-1.0
1761,Divya,Nothing special,2025-03-19,Headphones,nothing special,positive,0.35714285714285715
1762,Priya,"Amazing experience, highly recommend",2025-04-13,Smart Watch,amazing experience highly recommend,positive,0.38000000000000006
1763,Rahul,Worst product ever,2025-03-01,Banking App,worst product ever,negative,-1.0
1764,Rahul,Very happy with the product,2025-09-06,Banking App,very happy product,positive,1.0
1765,Rahul,Poor quality and waste of money,2025-03-10,Mobile App,poor quality waste money,negative,-0.30000000000000004
1766,Divya,Great service and fast delivery,2025-07-24,Smart Watch,great service fast delivery,positive,0.5
1767,Divya,Okay for the price,2025-12-10,Headphones,okay price,positive,0.5
1768,Rahul,Okay for the price,2025-01-29,Banking App,okay price,positive,0.5
1769,Sneha,Very happy with the product,2025-03-21,Mobile App,very happy product,positive,1.0
1770,Arun,Acceptable performance,2025-08-20,E-commerce,acceptable performance,neutral,0.0
1771,Sneha,"Amazing experience, highly recommend",2025-08-13,Laptop,amazing experience highly recommend,positive,0.38000000000000006
1772,Arun,Very bad experience and disappointed,2025-04-17,Mobile App,very bad experience disappointed,negative,-0.8299999999999998
1773,Rahul,Worst product ever,2025-04-17,Mobile App,worst product ever,negative,-1.0
1774,Manoj,"Amazing experience, highly recommend",2025-04-27,Banking App,amazing experience highly recommend,positive,0.38000000000000006
1775,Manoj,Decent product,2025-03-13,Smart Watch,decent product,positive,0.16666666666666666
1776,Sneha,Delivery was too late,2025-05-20,E-commerce,delivery too late,negative,-0.3
1777,Anitha,Worst product ever,2025-11-18,Smart Watch,worst product ever,negative,-1.0
1778,Priya,Worst product ever,2025-03-30,Internet Service,worst product ever,negative,-1.0
1779,Anitha,Acceptable performance,2025-06-19,Mobile App,acceptable performance,neutral,0.0
1780,Suresh,"Amazing experience, highly recommend",2025-06-22,Internet Service,amazing experience highly recommend,positive,0.38000000000000006
1781,Divya,Great service and fast delivery,2025-10-30,Mobile App,great service fast delivery,positive,0.5
1782,Priya,Worst product ever,2025-01-12,Headphones,worst product ever,negative,-1.0
1783,Karthik,Support team was very helpful,2025-03-19,Laptop,support team very helpful,positive,0.2
1784,Sneha,Great service and fast delivery,2025-08-20,Mobile App,great service fast delivery,positive,0.5
1785,Karthik,Decent product,2025-09-29,Laptop,decent product,positive,0.16666666666666666
1786,Rahul,Okay for the price,2025-10-04,Mobile App,okay price,positive,0.5
